text,label
"['fasilitas', 'lumayan', 'kamar', 'lumayan', 'air', 'bagus', 'tuju', 'extends', 'sangka']",1
"['tidur', 'nyaman', 'budget', 'pas', 'benito', 'residence', 'layak', 'jdi', 'pilihankebersihannya', 'jg', 'bagus', 'sayang', 'akses', 'rada', 'sempit', 'over', 'all', 'bagus']",1
"['service', 'muas', 'makan', 'enak', 'layan', 'ramah', 'sayang', 'restaurant', 'minim', 'ac', 'alias', 'panas', 'moga', 'layan', 'overal', 'suka', 'oj', 'jaya']",1
"['hotel', 'bersih', 'kota', 'makan', 'enak', 'murah', 'ukur', 'hotel', 'inap', 'diri']",1
"['hotel', 'bersih', 'letak', 'strategis', 'pusat', 'ramai', 'harga', 'jangkau', 'pas', 'suka', 'hibur']",1
"['nyari', 'inap', 'murah', 'kualitas', 'daerah', 'serpong', 'penting', 'tonton', 'konser', 'benito', 'residence', 'pilih']",1
"['nyaman', 'bersih', 'sayang', 'nggak', 'kamar', 'view', 'pantaiada', 'atur', 'hujan', 'nggak', 'blh', 'renang', 'layan']",1
"['kamar', 'sarap', 'variasi', 'sky', 'roomnya', 'juara', 'ngopi', 'fotofoto', 'kurang', 'kamar', 'free', 'minibar', 'harga', 'lumayan', 'mahal']",1
"['letak', 'hotel', 'strategis', 'jalan', 'kaki', 'nagoya', 'hill', 'mall', 'nyaman', 'bersih', 'sarap', 'enak', 'wifi', 'sedia', 'bagus']",1
"['superior', 'room', 'bersih', 'ok', 'toilet', 'ok', 'strategis', 'shopping', 'makan', 'channel', 'tv', 'standar', 'sarap', 'pagi', 'roti', 'tawar', 'bubur', 'nasgor', 'sayur', 'nasi', 'putih', 'jus', 'ganjal', 'perut', 'layan', 'wifi', 'lot', 'benget']",1
"['banjarmasin', 'pasar', 'apung', 'inap', 'hotel', 'lokasi']",1
"['layan', 'ramah', 'recepsionistempat', 'gym', 'pada', 'sauna', 'lokasi', 'strategis', 'kemanamana', 'dekatdi', 'hotel', 'terdpat', 'makan', 'enak', 'murah']",1
"['layan', 'the', 'haven', 'minta', 'cepat', 'lokasi', 'strategis', 'daerah', 'minyak', 'keep', 'up', 'the', 'good', 'work', 'the', 'haven']",1
"['bersih', 'pusat', 'belanja', 'gampang', 'cari', 'makan', 'mall', 'palma']",1
"['karyawan', 'jutek', 'lengkap', 'sholat', 'hotel', 'boleh', 'bawa', 'pasang', 'kamar', 'sholat', 'hotel', 'sedia', 'sholat']",1
"['kamar', 'bagus', 'pegawai', 'ramah', 'and', 'banget', 'breakfastnya', 'enak', 'pilih', 'next', 'kesini']",1
"['lokasi', 'strategis', 'kota', 'malang', 'kamar', 'bersih', 'and', 'rapi', 'makan', 'variatif', 'and', 'enak', 'good', 'bisnis', 'and', 'libur', 'keluarga', 'recommended', 'standard', 'dimanamana', 'coba', 'dago', 'and', 'jogja']",1
"['senang', 'hasil', 'fasilitas', 'hotel', 'hai', 'bahar', 'room', 'karaoke', 'kolam', 'renang', 'oke', 'terima', 'kasih']",1
"['ok', 'kamar', 'bersih', 'water', 'heater', 'ac', 'kamar', 'dingin', 'wifi', 'kamar', 'wifi', 'lobby']",1
"['hotel', 'lampau', 'hitung', 'ngajak', 'anak', 'makan', 'kena', 'hitung', 'mahal', 'hitung', 'porsi', 'anak', 'habis', 'makan', 'bagus', 'gratis', 'anak', 'hitung', 'hitung', 'service', 'langgan', 'tarik', 'hati', 'konsumen', 'depan', 'saran']",1
"['lokasi', 'strategis', 'kamar', 'layan', 'bagus', 'makan', 'variasi', 'enak', 'masuk', 'kolam', 'renang', 'air', 'keruh']",1
"['hotel', 'malang', 'pandang', 'bagus', 'view', 'langsung', 'gunung', 'kamar', 'sky', 'ning', 'keren', 'banget', 'breakfastnya', 'enak', 'layan', 'cepat', 'harga', 'buffet', 'lunchnya', 'murah', 'banget']",1
"['inap', 'hotel', 'puas', 'fasilitas', 'hotel']",1
"['harga', 'murah', 'fasilitas', 'mumpuni', 'bersih', 'sarap', 'dar', 'sesuai', 'transit', 'batam', 'inap', 'thanks', 'traveloka']",1
"['muas', 'layan', 'sarap', 'pagi', 'kamar', 'bersih', 'nyaman', 'lokasi', 'daerah', 'toko', 'jlan', 'kaki', 'mall', 'nagoya', 'hill', 'trimksih', 'city', 'central', 'hotel']",1
"['lokasi', 'sulit', 'cari', 'tunjuk', 'letak', 'hotel', 'makan', 'weekend', 'makan', 'hotel']",1
"['layan', 'ramah', 'kamar', 'luas', 'nyaman', 'kamar', 'mandi', 'bersih', 'sarap', 'lengkap', 'minum', 'kopi', 'teh', 'kamar', 'sedia', 'pesan', 'restaurant', 'keluar', 'biaya', 'hotel', 'kelas', 'sedia', 'kopi', 'teh', 'kamar', 'bagus', 'muas']",1
"['inap', 'sekian', 'kali', 'kamar', 'nyaman', 'bersih', 'staf', 'ramah', 'laundry', 'kilo', 'min', 'rbkg', 'wifi', 'lobby', 'salur', 'tv', 'lokal', 'handuk', 'sabun', 'mudah', 'cari', 'makan']",1
"['hotel', 'bagus', 'bersih', 'tpokasi', 'lingkung', 'cocok', 'bawa', 'anakanak', 'hibur', 'keliling', 'bagus']",1
"['pengap', 'kamar', 'mandi', 'permanen', 'asa', 'monas', 'masuk', 'toilet', 'dada', 'makan', 'sahur', 'pilih', 'enak']",1
"['hotel', 'bersih', 'kamar', 'bersih', 'staff', 'hotel', 'security', 'ramah', 'penuh', 'senyum', 'hangat', 'lokasi', 'strategis', 'dar', 'saran', 'sarap', 'pilih', 'roti', 'puas', 'recommended', 'banget']",1
"['malam', 'jalan', 'keluarga', 'lokasi', 'jakarta', 'pusat', 'muas', 'harga', 'tawar', 'tingkat']",1
"['hotel', 'bersih', 'kamar', 'bersih', 'cantik', 'wallpapernya', 'sarap', 'enak', 'puas', 'inap', 'malam', 'mall', 'nagoyahill', 'harbour', 'bay', 'penyebrangan', 'singapore', 'johor', 'malaysia']",1
"['fasilitas', 'bagus', 'bersih', 'rapi', 'layan', 'ramah', 'seba', 'kamar', 'berisik', 'banget', 'konfirmasi', 'resepsionis', 'kamar', 'berisik', 'gk', 'orang', 'tepat', 'kamar', 'apa', 'gk', 'ngeganggu']",1
"['muas', 'keluarga', 'nyaman', 'kiap', 'lokasi', 'strategis', 'kota', 'cema']",1
"['kamar', 'luas', 'bersih', 'tempat', 'strategis', 'mini', 'market', 'atm', 'lainlain', 'layan', 'lumayan']",1
"['bagus', 'fisik', 'nyaman', 'aman', 'senang', 'ramah', 'tugas', 'restoran', 'rooftop', 'keren', 'sayang', 'kolam', 'renang']",1
"['lokasi', 'menit', 'bandara', 'hasanuddin', 'suasana', 'tenang', 'nyaman', 'akses', 'pusat', 'kota', 'gampang', 'bersih', 'minimarket', 'dokterapotek', 'harga', 'sesuai', 'bayar']",1
"['villa', 'bagus', 'nyaman', 'pusat', 'ramai', 'tenang', 'terang', 'jalan', 'room', 'malam']",1
"['hotel', 'bagus', 'interior', 'bagus', 'kolam', 'renang', 'view', 'cantik', 'kolong', 'tidur', 'bersih', 'inap', 'inap', 'hari', 'kamar', 'bersih', 'layan', 'staf', 'resepsionis', 'bagus']",1
"['good', 'hotel', 'layan', 'ramah', 'kamar', 'luas', 'bersih', 'sarap', 'variasi', 'istri', 'kes', 'inap']",1
"['layan', 'ramah', 'ruang', 'bersih', 'kemarin', 'booked', 'superior', 'room', 'panas', 'air', 'lebih', 'recommended']",1
"['puas', 'hotel', 'layan', 'ramah', 'varian', 'makan', 'bermacammacam', 'enak', 'sky', 'keren']",1
"['kamar', 'bathtub', 'standar', 'barang', 'dapur', 'suite', 'milik', 'balkon', 'love', 'it']",1
"['inap', 'city', 'central', 'hotel', 'muas', 'segi', 'bersih', 'nyaman', 'layan', 'lokasi', 'hotel', 'strategis']",1
"['bersih', 'suasana', 'nyaman', 'layan', 'org', 'resepsionis', 'perempuan', 'tatap', 'tamu', 'bicara', 'makan', 'lokasi', 'strategis', 'harga', 'saing']",1
"['nyaman', 'design', 'kamar', 'mandi', 'tolong', 'atur', 'pas', 'mandi', 'genang', 'air', 'alir', 'kamar', 'mandi']",1
"['overall', 'layan', 'muas', 'letak', 'strategis', 'pusat', 'kota', 'next', 'time', 'palangkaraya', 'menginapnlagi', 'hotel']",1
"['lumayan', 'kamar', 'pengap', 'buka', 'ruang', 'jendela', 'handuk', 'apek', 'breakfast', 'lumayan']",1
"['puas', 'lokasi', 'ramah', 'tugas', 'top', 'proses', 'check', 'in', 'check', 'out', 'mudah', 'makan', 'ok', 'plus', 'mini', 'market', 'lobby']",1
"['banding', 'hotel', 'harga', 'tara', 'urban', 'style', 'by', 'front', 'one', 'pringsewu', 'baik']",1
"['padang', 'juli', 'pkl', 'wib', 'langsung', 'checkin', 'mercure', 'butuh', 'sambut', 'hangat', 'receptionis', 'interior', 'kamar', 'kamar', 'mandi', 'design', 'minimal', 'private', 'and', 'security', 'aman', 'lift', 'sarap', 'pagi', 'menu', 'variasi', 'lokasi', 'breakfast', 'kolam', 'renang', 'sarap', 'liat', 'anak', 'renang', 'overall', 'libur', 'padang', 'sukacita', 'berkat', 'layan', 'mercure', 'hotel', 'traveloka']",1
"['kamar', 'luas', 'cocok', 'keluarga', 'libur', 'malang', 'anakanak', 'senang', 'inap', 'hotel']",1
"['hotel', 'bersih', 'layan', 'ramah', 'kamar', 'ujung', 'enak', 'nggak', 'dengar', 'lalang', 'kendara', 'jalan', 'raya', 'tidur', 'nyenyak', 'tenang', 'kamar', 'mandi', 'bersih', 'kamar', 'bersih']",1
"['hotel', 'nyaman', 'bersih', 'staff', 'ramah', 'bed', 'bantal', 'nyaman', 'banget', 'location', 'super', 'booking', 'standard', 'room', 'jendela', 'cahaya', 'matahari', 'but', 'its', 'still', 'nice', 'tho', 'lantai', 'kamar', 'buat', 'papan', 'jalan', 'kaki', 'kamar', 'kedengeran', 'breakfast', 'kasi', 'voucher', 'black', 'coffeetea', 'croissant', 'tukar', 'starbucks']",1
"['tempat', 'enak', 'sayang', 'cek', 'in', 'bener', 'tambah', 'tugas', 'orang', 'layan', 'cek', 'in', 'ngantri', 'trus', 'ngelayani', 'tamu', 'satusatu', 'ganti', 'tamu', 'nambah']",1
"['dr', 'segi', 'layan', 'bersih', 'nyaman', 'makan', 'makan', 'luar', 'komentar', 'recomanded', 'hotel']",1
"['overall', 'muas', 'kamarmakananac', 'dinginfasilitas', 'oke', 'lengkap', 'musim', 'panen', 'tembakau', 'cuaca', 'dingin', 'air', 'swimming', 'pool', 'dingin', 'banget', 'depan', 'adakan', 'hot', 'poolnya', 'terima', 'kasih', 'golden', 'palace', 'hotel']",1
"['layan', 'bagus', 'mohon', 'teliti', 'koper', 'sempar', 'kamar', 'orang', 'teliti', 'tingkat']",1
"['nikmat', 'inap', 'malam', 'hotel', 'layan', 'kamar', 'toilet', 'bersih', 'ac', 'dingin', 'menu', 'breakfastnya', 'variasi']",1
"['kesan', 'bagus', 'satat', 'mohon', 'sedia', 'alas', 'kaki', 'customer', 'kamar', 'mandi', 'lantai', 'kamar', 'basah']",1
"['proses', 'check', 'in', 'cepat', 'lokasi', 'strategis', 'hotelkolam', 'renang', 'bersih', 'breakfast', 'variasi', 'proses', 'check', 'out', 'cepat', 'barang', 'tinggal', 'kamar', 'langsung', 'kembali', 'terima', 'kasih']",1
"['pesona', 'mangrove', 'recommended', 'banget', 'kamar', 'bagus', 'layan', 'bagus', 'romantis', 'sunyi', 'nyaman', 'honeymoon', 'libur', 'keluarga', 'besok', 'nusa', 'lembongan', 'nginep', 'sana']",1
"['bersih', 'bantu', 'staffamazing', 'kamar', 'bagus', 'sempurna', 'traveler', 'jempol']",1
"['hotel', 'bagus', 'bersih', 'nyaman', 'stasiun', 'kereta', 'ku', 'suka', 'pegawai', 'ramahramah', 'ku', 'suka', 'sendal', 'bell', 'mati', 'wajar', 'sempurna', 'hotel', 'zodiak', 'moga', 'sukses', 'depan', 'amin']",1
"['hotel', 'overall', 'bagus', 'nyaman', 'lt', 'ramai', 'lantai', 'suara', 'masuk', 'kamar', 'channel', 'tv', 'bagus', 'gambar', 'tvnya', 'bagus']",1
"['ok', 'kecuali', 'pilih', 'makan', 'banyak', 'pilih', 'makan', 'sesuai']",1
"['layan', 'tugas', 'ramah', 'murah', 'senyum', 'makan', 'enak', 'overall', 'bagus']",1
"['harga', 'bagus', 'imbang', 'kualitas', 'bagus', 'over', 'all', 'bagus', 'lokasi', 'bagus', 'fasilitas', 'bagus', 'sarap', 'oke', 'layan', 'ok', 'bersih', 'oke', 'sempet', 'wifinya', 'putus']",1
"['bagus', 'layan', 'oke', 'sarap', 'enak', 'wifi', 'kencang', 'banget', 'kabel', 'tv', 'happy', 'banget']",1
"['libur', 'senang', 'kamar', 'lantai', 'pojok', 'view', 'langsung', 'pantai', 'kolam', 'renang', 'kenang', 'sungguh', 'indah']",1
"['hotel', 'nyaman', 'pilih', 'inap', 'menu', 'sarap', 'enak', 'tempat', 'strategis', 'mana', 'deket']",1
"['mantap', 'kamar', 'bersih', 'sarap', 'enak', 'pas', 'mandi', 'air', 'panas', 'shower', 'cepet', 'dingin', 'so', 'far', 'benerbener', 'nyaman']",1
"['layan', 'fasilitas', 'profesional', 'aman', 'privasi', 'jaga', 'smg', 'viva', 'hotel', 'rame', 'unjung']",1
"['viewnya', 'bagus', 'makan', 'enak', 'kamar', 'bersih', 'bantu', 'ngantar', 'kamar', 'bawa', 'barang', 'bawa']",1
"['viewnya', 'bagus', 'makan', 'enak', 'kamar', 'bersih', 'bantu', 'ngantar', 'kamar', 'bawa', 'barang', 'bawa']",1
"['kamar', 'nyamanlokasi', 'strategis', 'layan', 'ramah', 'betah', 'malam', 'sukses', 'the', 'malang', 'oj', 'hotel']",1
"['recommended', 'hotel', 'diri', 'inap', 'viva', 'hotel', 'lagiterima', 'kasih', 'viva', 'hotel']",1
"['hotel', 'operasi', 'kamar', 'bersih', 'ac', 'dingin', 'breakfast', 'toast', 'bread', 'indonesian', 'food', 'nasirupa', 'kopiteh', 'orange', 'buah', 'lokasi', 'down', 'town', 'parkir', 'basement']",1
"['layan', 'bagus', 'kamar', 'family', 'gitu', 'triple', 'room', 'nyaman', 'banget', 'makan', 'enak', 'pusat', 'kota', 'gi', 'pi', 'ill', 'come', 'back', 'hihi']",1
"['hotel', 'bagus', 'kamar', 'twinbed', 'ukur', 'bednya', 'lebar', 'bed', 'bantal', 'nyaman', 'banget', 'ukur', 'kamar', 'luas', 'makan', 'nasi', 'goreng', 'sip']",1
"['kali', 'hotek', 'menuru', 'nyaman', 'mataram', 'breakfast', 'variatif', 'mantap']",1
"['layan', 'ramah', 'enak', 'banget', 'view', 'langsung', 'laut', 'kamar', 'langsung', 'kolam', 'renang', 'sukses', 'dseason', 'hotel']",1
"['hotel', 'nyaman', 'sedia', 'snack', 'kopi', 'cangkir', 'panas', 'air', 'mineral']",1
"['beli', 'paket', 'include', 'new', 'year', 'dinner', 'variasi', 'makan', 'sedia', 'segi', 'taste', 'sungguh', 'kecewa', 'enak', 'breakfastnya', 'beda', 'makan', 'enak', 'mohon', 'perhati', 'hotel', 'sengaja', 'beli', 'paket', 'new', 'year', 'dinner', 'rasa', 'makan', 'istimewa']",1
"['senang', 'keluarga', 'senangkami', 'nikmat', 'pandang', 'kota', 'mataram', 'pagi', 'malam', 'indah']",1
"['mangga', 'glodok', 'hotel', 'recommended', 'harga', 'segitu', 'bersih', 'layan', 'ramah', 'sarap', 'minim', 'wajar', 'harga', 'segitu']",1
"['overall', 'puas', 'kamar', 'bagus', 'worth', 'it', 'harga', 'breakfast', 'enak', 'nasi', 'goreng', 'tingkat', 'breakfastnya', 'niat', 'niat', 'kasih', 'free', 'breakfastnya', 'pesan', 'jam', 'pagi', 'antar', 'jam', 'siang']",1
"['layan', 'muas', 'ruang', 'kamar', 'luas', 'nyaman', 'bersih', 'lengkap', 'free', 'minibar', 'swimming', 'pool', 'harga', 'kompetitif', 'breakfast', 'pilih', 'sayang', 'rooftop', 'buka', 'jam', 'siang', 'lift', 'overall', 'lebih', 'harga', 'tawar']",1
"['hotel', 'nyaman', 'bersih', 'view', 'senang', 'makan', 'jual', 'restoran', 'oke', 'layan', 'ramah', 'sigapcuma', 'sayang', 'kamar', 'mandi', 'bau', 'moga', 'benah', 'depan', 'overal', 'good', 'and', 'very', 'recommended', 'hotel', 'at', 'jepara', 'next']",1
"['hotel', 'nyaman', 'bersih', 'sarap', 'enak', 'staffnya', 'ramah', 'check', 'in', 'cepat', 'lokasi', 'strategis', 'harga', 'bayar', 'muas', 'dapat']",1
"['kamar', 'hotel', 'mewah', 'bagus', 'bintang', 'staf', 'ramah', 'bantu', 'kolam', 'renang', 'bagus', 'pandang', 'rice', 'field', 'bagus', 'udara', 'sejuk', 'kids', 'club', 'bagus', 'bersih', 'lengkap', 'keren', 'deh', 'hotel']",1
"['staf', 'hotel', 'ramah', 'suasana', 'sepi', 'nyaman', 'ramai', 'sedia', 'shuttle', 'gratis', 'pergi', 'ubud', 'center', 'makan', 'indonesia', 'enak']",1
"['hotel', 'bagus', 'bersih', 'makan', 'enak', 'staf', 'ramah', 'handuk', 'tolong', 'ganti', 'lecek', 'mama', 'lampu', 'lorong', 'gelap', 'satpam', 'nganter', 'kamar']",1
"['hotel', 'bersih', 'tenang', 'ruang', 'harum', 'recommended', 'banget', 'cari', 'hotel', 'sekitar', 'kuta', 'cari', 'makan', 'atm', 'parket', 'sekitar', 'hotel', 'repot']",1
"['lokasi', 'strategis', 'pusat', 'kota', 'pusat', 'hp', 'roxy', 'hotel', 'lumayan', 'bersih', 'kemaren', 'kamar', 'mandi', 'bau', 'pesing', 'tingkat', 'bersih', 'kamar', 'mandi', 'sarap', 'pagi', 'lumayan', 'enak']",1
"['hotel', 'nyaman', 'cepat', 'ramah', 'layan', 'pas', 'libur', 'keluarga', 'perlu', 'bisnis', 'dll', 'bersih', 'menu', 'breakfast', 'enak']",1
"['kamar', 'bagus', 'resto', 'suasana', 'luas', 'bagus', 'harga', 'makan', 'mahal', 'enak']",1
"['kamar', 'bersih', 'rapi', 'suasana', 'kamar', 'nyaman', 'relatif', 'luas', 'layan', 'housekeeping', 'laundry', 'fast', 'respon', 'sarap', 'rooftop', 'lihat', 'arah', 'laut', 'pulau', 'manado', 'tua']",1
"['front', 'office', 'check', 'in', 'friendly', 'senyum', 'manager', 'hotel', 'hotel', 'kuala', 'lumpur', 'sop', 'hotel', 'tolong', 'terap', 'layan', 'front', 'offcie', 'security', 'waiterwaiters', 'so', 'far', 'good', 'thanks']",1
"['staf', 'makan', 'enak', 'pilih', 'kamar', 'nyaman', 'bersih', 'bcs', 'mall', 'restoran', 'toko', 'serba', 'butuh', 'jalan', 'pintas', 'kendara', 'tinggal', 'kunjung', 'batam']",1
